ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Add columns here,Reviewer,Review
14-36,31/03/23 14:48:52,https://twitter.com/Esperan64986196/status/1440215110765608966,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, asawa, bayaw, shabu",@Esperan64986196,Esperanza Jackson,No bio,Identified,01/21,70,4,No location,Hwag mong kalimutan kaya namatay ang asawa ni Leni ay dahil sa pinatay ng kanyang bayaw dahil territoryo ng droga. Masyadong greedy ang asawa nya. Pag naging presidente si Leni lalakas ang power ng bayaw nya at matutuloy na na ang magiging capital ng shabu ay Pilipinas.,,Reply (Comment),21/09/21 15:23,,Emotional,2,0,0,,,,"Jesse Robredo's death was not due to sabotage. There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/

https://www.rappler.com/newsbreak/fact-check/jesse-robredo-death-sabotage/",No bio and location,,,
14-37,31/03/23 14:54:11,https://twitter.com/augustr53465229/status/1214697721124118528,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni pinatay asawa, relatives, droga",@augustr53465229,Screwed,lels,Anonymous,01/17,18,0,No location,Tanong si leni yung mga relatives niya sa naga ay nag dodroga. Tanong si leni bakit pinatay ang kanyang asawa kasi drug protector wahahhah,,Text,01/08/20 07:57,,Emotional,1,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs. Jesse Robredo's death was not due to sabotage.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/

https://www.rappler.com/newsbreak/fact-check/jesse-robredo-death-sabotage/
",No location indicated,,,
14-38,31/03/23 14:56:43,https://twitter.com/nida_ocampo/status/1492013869778485251,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, unang asawa, npa",@nida_ocampo,Nida Ocampo,No bio,Identified,01/22,95,10,No location,"Panu nyo iboboto ang taong galit na galit kagaya ni VP leni Robredo, vp leni galit ka kasi pinatay yun unang mong asawa na npA.alam b nila yan.?",,Reply (Quote tweet),02/11/22 13:53,,Emotional,1,0,0,,,,"Leni Robredo did not marry a member of the New People's Army (NPA). Leni Robredo's husband is the late Jesse Robredo.

Source: https://www.rappler.com/newsbreak/fact-check/robredo-had-first-husband-who-was-member-new-peoples-army/
",No bio and location,,,
14-39,31/03/23 15:01:48,https://twitter.com/nida_ocampo/status/1492014169956417537,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, unang asawa, npa",@nida_ocampo,Nida Ocampo,No bio,Identified,01/22,95,10,No location,Galit c Vp.leni R. Kasi nga yun unang asawa nya a NPA pintay,,Reply (Comment),03/11/22 13:54,,Rational,0,0,0,,,,"Leni Robredo did not marry a member of the New People's Army (NPA). Leni Robredo's husband is the late Jesse Robredo.

Source: https://www.rappler.com/newsbreak/fact-check/robredo-had-first-husband-who-was-member-new-peoples-army/
",No bio and location,,,
14-40,3/31/2023 15:16:07,https://twitter.com/shay_patino/status/837582679944151041,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, drugs, jesse",@shay_patino,~ Shay Patino ~,RN👩‍⚕️🇵🇭 🇺🇸 🇸🇦 🇦🇪 🇬🇧 Ailurophile. 🌗Mystic. 🚑 Medic.Athlete. Sleuth.SousChef.Dreamer.Believer.Sorcerer. Philanthropist.AMDG 🦅 💙,Identified,03/14,55,1054,Coven of Augury,"Jesse Robredo is Extremely Dangerous than VP Leni Robredo. 
Imagine his involvement in Drugs, Smuggling, Jueteng & Murders.
#Nagaleaks",,Text,03/03/17 16:37,,Rational,30,1,19,,,,"There is no evidence that Jesse Robredo is involved in drug production.

Sources:
https://www.rappler.com/nation/elections/126794-jueteng-pinedas-roxas-robredo/
https://news.abs-cbn.com/anc/09/13/12/robredo-was-probing-stl-jueteng",Indicated location is not an actual location,,,
14-41,31/03/23 15:16:29,https://twitter.com/shay_patino/status/847142477387780096,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, drugs, jesse",@shay_patino,~ Shay Patino ~,RN👩‍⚕️🇵🇭 🇺🇸 🇸🇦 🇦🇪 🇬🇧 Ailurophile. 🌗Mystic. 🚑 Medic.Athlete. Sleuth.SousChef.Dreamer.Believer.Sorcerer. Philanthropist.AMDG 🦅 💙,Identified,03/14,55,1054,Coven of Augury,"Jesse Robredo died carrying Drug money. LP then cleaned his mess, staged him as Saint 
& favoring Leni 4 future use.
http://balitangtotoo.com/2017/03/shocking-jesse-robredo-died-on-way-from-collecting-drugs.html?m=1
",,"Text, URL",30/03/17 01:44,,Rational,12,1,5,,,,"There is no evidence that Jesse Robredo is involved in drug production.

Sources:
https://www.rappler.com/nation/elections/126794-jueteng-pinedas-roxas-robredo/
https://news.abs-cbn.com/anc/09/13/12/robredo-was-probing-stl-jueteng",Indicated location is not an actual location,,,
14-42,31/03/23 15:19:30,https://twitter.com/AlphaMaleRene/status/1500703958981296129,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, drugs, jesse","@AlphaMaleRene
","AlphaMaleOne","fun loving person
",Anonymous,02/22,"1,138",900,No location,"Jesse Robredo had acted as protector of Victor Chinglo Rosales, the No. 1 Druglord in Bicol Region with the appointment of Chinglo's brother Raoul Jackpot Rosales as Chairman of Dangerous Drug Board, then Leni Robredo is quilty and residual beneficiary of Jesse Robredo's Action.",,Reply (quote tweet),03/07/22 13:24,,Rational,5,0,2,,,,"There is no evidence that Jesse Robredo is involved in drug production.

Sources:
https://www.rappler.com/nation/elections/126794-jueteng-pinedas-roxas-robredo/
https://news.abs-cbn.com/anc/09/13/12/robredo-was-probing-stl-jueteng",No identified location,,,
14-43,31/03/23 15:20:12,https://twitter.com/JaneSabel6/status/1521064010871095296,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, drugs, jesse","@JaneSabel6","Jane Sabel",No bio,Anonymous,03/22,37,3,No location,"Kilala niyo ba ang  mga dating alkalde na sina Jed Mabilog (Iloilo City) at Reynaldo Parojinog (Ozamiz City)? E, si Butch Robredo na kapatid ni Jesse Robredo? Silang tatlo na kilalang drug lords ay may kaugnayan kay Leni Robredo.
#KayLeniTalo
#KayLeniPatayTayo

https://pbs.twimg.com/media/FRvnp_VaIAA2DI7?format=jpg&name=small
",,"Text, picture",05/02/22 17:48,,Rational,0,1,0,,,,"There is no evidence that Jesse and Butch Robredo is involved in drug production.

Sources:
https://www.rappler.com/nation/elections/126794-jueteng-pinedas-roxas-robredo/
https://news.abs-cbn.com/anc/09/13/12/robredo-was-probing-stl-jueteng","No identified location, no bio",,,
14-44,31/03/23 15:20:48,https://twitter.com/dozZ3h_Vbril/status/1502519109447139328,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, drugs, jesse","@dozZ3h_Vbril","t ❤_💚 k! rO ツ","❤💚✌👊",Anonymous,09/15,2150,3125,No location,"paano sasabihin matino si VP Leni 😂😂😂 yung asawang si Jesse may kapatid na Drug Lord impossibleng di yan nakakatikim ng ambon..",,Reply (comment),03/12/22 13:37,,Emotional,8,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",No identified location,,,
14-45,31/03/23 15:23:00,https://twitter.com/0nemeg/status/1476651935734415360,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,butch robredo,"@0nemeg
",Baste,"Serendipity Gypsy🇪🇺Sarkasmo🇵🇭Kape☕hindi maasahan👎",Identified,05/20,3791,3939,Invalid location,"The Robredo siblings.Butch the brother in law.👇

https://pbs.twimg.com/media/FH4fGFqXwAARedu?format=jpg&name=large
https://pbs.twimg.com/media/FH4fGd-XEAMXzr8?format=jpg&name=small
https://pbs.twimg.com/media/FH4fG45XEAQl_VE?format=jpg&name=medium",,"Text, picture",31/12/21 04:30,,Rational,25,1,10,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",Invalid location,,,
14-46,31/03/23 15:23:42,https://twitter.com/Joseph_chito/status/1468122576295989249,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,butch robredo,@Joseph_chito,"Joseph Chito
","A Proud Filipino
",Identified,03/18,718,290,"Manila, Philippines","Read the news: https://newsinfo.inquirer.net/1524860/8-drug-suspects-nabbed-in-bicol-stings
8 drug suspects were arrested yesterday, and 6 of them are caught in Naga city. Duterte was right, Naga is the hotbed of shabu. And who made that happened? Butch Robredo and Leni.
#LetLeniLead2022 and make Philippines hotbed of Shabu🤣🤣🤣

https://pbs.twimg.com/media/FF_Q441aIAUTi72?format=jpg&name=360x360
https://pbs.twimg.com/media/FF_RrIlaUAMjf08?format=jpg&name=medium",,"Text, picture",07/12/21 15:37,,Rational,24,1,9,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",,,,
14-47,31/03/23 15:25:57,https://twitter.com/JaredZaneXenos/status/1188845080792035328,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,butch robredo,"@JaredZaneXenos
","Jared Zane Xenos","Engineer, builder, consultant, world traveler, photographer, guitarist, artist, patriot and defender of law abiding Filipinos",Identified,12/16,125,85,No location,"This is the reason why Leni Robredo wants to stop drug war...his brother in law Butch Robredo is a drug lord in Bicol
",,Reply (comment),28/10/19 23:48,,Rational,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Source: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",No location indicated,,,
14-48,31/03/23 15:29:51,https://twitter.com/trending_balita/status/1517375609391181824,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,butch robredo,"@trending_balita
","Trending Balita
","Magkaisa Para sa Bayan, Babangon tayong Lahat Muli!!!!
",Media,03/08,54,715,No location,"Reminder
""He alleged that Butch Robredo, brother of the late Department of Interior and Local Government secretary Jesse Robredo, who served as a city mayor since 1988 for six terms, is involved in the drug trade."" https://manilastandard.net/news/national/273610/ex-naga-dad-links-leni-s-brother-in-law-to-illegal-drugs.html #KayLeniPatayTayo 🤪🤪🤪

https://pbs.twimg.com/media/FQ7MSHraQAAv-bg?format=png&name=small
https://pbs.twimg.com/media/FQ7MTjnaIAApiVc?format=png&name=small
https://pbs.twimg.com/media/FQ7MXwGaMAAmI82?format=png&name=small
",,"Text, URL, Picture",22/04/22 13:31,,Rational,8,1,4,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",No location indicated,,,
14-49,31/03/23 16:01:24,https://twitter.com/67amiable/status/1500879405307940870,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,leni asawa npa kabit,@67amiable,Ahyin,No bio,Anonymous,12/10,61,43,"National Capital Region, Philippines","Si leni robredo napaka imoral, nakipag relasyon sa may asawa, in short kabit, sinungaling at magnanakaw, druglord protector at npa terorista suporter.",,Text,8/3/22 13:31,,Emotional,1,0,0,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked/
",,,,
14-50,31/03/23 16:16:35,https://twitter.com/67amiable/status/1494913872670588930,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,leni asawa npa druglord,@67amiable,Ahyin,No bio,Anonymous,12/10,61,43,"National Capital Region, Philippines","So ma dumb leni robredo inendorso ng magnanakaw at traidor, kaya pare parehas yan sila, no to ma dumb leni robredo kase magnanakaw, sinungaling, traidor, druglord protector at npa terorista suporter",,Text,2/19/2022 13:56,,Emotional,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Leni Robredo is linked to drugs.

Source: https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa/",,,,
14-51,31/03/23 16:18:51,https://twitter.com/TanRundo/status/1506937572375035905,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,leni asawa ng npa,@TanRundo,Rundo Tan,No bio,Identified,03/22,45,1,No location,Bwesit na Leni Yan asawa Ng npa.taga supporta..tulad Lang sila ni Kiko.habang may na ambush Na sundao puma palakpa pa ...wala MGA puso..,,Reply (Comment),24/03/22 18:14,,Emotional,0,0,0,,,,"Leni Robredo did not marry a member of the New People's Army (NPA). Leni Robredo's husband is the late Jesse Robredo.

Source: https://www.rappler.com/newsbreak/fact-check/robredo-had-first-husband-who-was-member-new-peoples-army/",No location indicated,,,
14-52,31/03/23 16:34:35,https://twitter.com/m364n0/status/1298345458037854209,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,leni pinatay asawa,@m364n0,Yochanan Simcha Ben Noach,Beware of your friends not your enemies.,Anonymous,04/09,262,80,No location,"sana VP Leni Robredo, ang unang aatupagin mo kung sino ang nagpa papatay sa asawa mo",,Text,26/08/20 03:44,,Emotional,0,0,0,,,,"Jesse Robredo's death was not due to sabotage and so, there is no need to investigate his death further.

Source: https://www.rappler.com/newsbreak/fact-check/jesse-robredo-death-sabotage/",No location indicated,,,
14-53,31/03/23 16:38:03,https://twitter.com/romy622/status/1066965588285644800,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, unang asawa, npa",@romy622,Romy✌🏻♥️🇵🇭👊🏻💚,You can never win an argument with an IDIOT!,Identified,04/14,919,1027,Philippines,"Totoo po ba na may unang asawa si Leni bago si Robredo, na namatay na? Sa nabasa ko ay kumander ng NPA ang kanyang unang nasirang asawa!",,Reply (Comment),26/11/18 16:03,,Rational,0,0,0,,,,"Leni Robredo did not marry a member of the New People's Army (NPA). Leni Robredo's husband is the late Jesse Robredo.

Source: https://www.rappler.com/newsbreak/fact-check/robredo-had-first-husband-who-was-member-new-peoples-army/",,,,
14-54,31/03/23 16:42:47,https://twitter.com/MrMontero888888/status/1519563054891282433,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, bolet, asawa",@MrMontero888888,Mr.Montero,Marcos 🇵🇭 Duterte,Identified,06/21,5002,5044,No location,"Ganda ng pic ni Leni and her hubby. I think they were campaigning that time.

Unang tanong ko lang. Madam, kamusta ang kaso ng pagkamatay ng asawa mo? Pangalawa, who is alledged Mr. Bolet in your life? 😁",,Text,28/04/22 14:23,,Emotional,8,0,3,,,,"Jesse Robredo's death was not due to sabotage and so, there is no need to investigate his death further. There is also no romantic link between Leni Robredo and Bolet Banal.

Sources: https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked/
 https://www.rappler.com/newsbreak/fact-check/jesse-robredo-death-sabotage/",No location indicated,,,
14-55,31/03/23 16:56:04,https://twitter.com/PinasAngInaNyo/status/1462623928812130305,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, bayaw, druglord",@PinasAngInaNyo,Pinas Ang Ina Nyo,P.A.I.N.,Anonymous,11/18,715,784,Invalid location,"Si Leni ata yung nag co-cocaine, diba bayaw nun drug lord ng Naga.",,Text,22/11/21 11:28,,Rational,57,2,5,,,,"There are no news articles, statements, or official cases that prove that this claim is true.

Source: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/",Indicated location is not actual location,,,
14-56,03/04/2023,https://twitter.com/MrsKanggun3/status/1503617402713837572,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"kabit, home wrecker",@MrsKanggun4,MariSoo Moomoo-Love,MOOMOO*EXO-L*,Anonymous,09/19,119,19,No location,"He is more intelligent than Leni. Very much qualified to be congressman a good role model to the youth, unlike leni who is a kabit home wreaker",,Reply (Comment),15/3/22 14:21,,Emotional,4,0,0,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked/",No location indicated,,,
14-57,03/04/23 09:09:23,https://twitter.com/BbMaharlika/status/1001357900537720833,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni robredo, boyfriend",@BbMaharlika,"Maharlika

","I'm not afraid to speak my mind, even if it upsets you.
YouTube channel 👉http://youtube.com/c/Maharlika777",Identified,11/15,534,44.6K,United States,"Sabi ni Fake VP Leni Robredo sa kanyang video:
""Mula nung namatay yung asawa ko, hindi ako nagka-boyfriend, wala akong boyfriend at wala akong kabalak-balak mag boyfriend.""",,Text,29/05/18 15:01,,Emotional,147,24,36,,,,"Tweet insinuates romantic link between Leni Robredo and Bolet Banal. However, there is no romantic link between Leni Robredo and Bolet Banal.

Source: https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked/",Account is verified,,,
14-58,03/04/23 10:32:09,https://twitter.com/JaredZaneXenos/status/858306425214312448,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni robredo, kabit, bolet banal","@JaredZaneXenos","Jared Zane Xenos","Engineer, builder, consultant, world traveler, photographer, guitarist, artist, patriot and defender of law abiding Filipinos",Anonymous,12/16,125,85,No location,I think you are describing Leni Robredo the fake VP now a kabit of Bolet Banal. Nowadays they are inseparable,,Reply (Comment),29/04/17 21:06,,Emotional,0,0,0,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked/",No location indicated,,,
14-59,03/04/23 10:47:33,https://twitter.com/8Yuta88laksa/status/1315563125320544256,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, bayaw, drug lord",@8Yuta88laksa,8Yuta88laksa,"You will face many defeats in life, but never let yourself be defeated..",Anonymous,09/20,348,456,No location,"isa sa Financer ni Lugaw Leni bayaw nya na Drug Lord..🤓",,Reply (Comment),10/12/20 16:01,,Rational,8,1,1,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Source: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",No location indicated,,,
14-60,03/04/23 10:52:26,https://twitter.com/prettykristeta/status/1523929762879909888,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, brother-in-law, drug lord",@prettykristeta,Kristeta,nandito para mambash ng mga bobo,Anonymous,08/14,80,28,"Las Piñas City, Philippines",Alam mo ba na drug lord ang pamilyang robredo? Ask leni about her brother-in-law who fled the country during the drug war. Hahahaha,,Reply (Comment),05/10/22 15:35,,Rational,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Source: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",,,,
14-61,03/04/23 10:55:35,https://twitter.com/esther1986khan/status/1465210733814173698,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, butch robredo, drug lord",@esther1986khan,Esther Khan,"DDS, Pro-President and Pro-Philippines. Time to make some contributions to this country.",Anonymous,09/20,611,231,No location,"DDS, Pro-President and Pro-Philippines. Time to make some contributions to this country.",,Text,29/11/21 14:47,,Rational,6,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Source: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",No location indicated,,,
14-62,03/04/23 10:58:36,https://twitter.com/emeroyka/status/1522113601099624449,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni robredo, brother-in-law, drug lord, jesse robredo, death",@emeroyka,Miss So,My attitude towards you depends on your attitude towards me. #BBMSARA2022,Anonymous,11/18,1101,285,No location,"Evidently, they're denying it bcoz they know the impact. After their denial, Joma withdrew his statement. Isn't Leni's bro-in-law a known drug lord in Naga? Maybe that's why she didn't investigate his husband's death. Lol. No autopsy was even made! Typical pinoy teleserye outcome",,"Text, Image",05/05/22 15:18,,Emotional,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs. Jesse Robredo's death was not due to sabotage.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/

https://www.rappler.com/newsbreak/fact-check/jesse-robredo-death-sabotage/
",No location indicated,,,
14-63,17/04/23 23:01:55,https://twitter.com/appleauy/status/1198517012479111169,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, brother-in-law, drug lord",@appleauy,Apple Uy,Twitter is my playground where I am a Themyscira warrior. 😬,Identified,08/09,20,35,No location,Are you referring to Leni and her brother in law Butch Robredo a drug lord?,,Reply (Comment),24/11/19 16:21,,Rational,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Source: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/",Indicated location is not actual location,,,
14-64,17/04/23 23:06:45,https://twitter.com/appleauy/status/1192279313858482178,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, butch robredo, brother-in-law, drug lord",@appleauy,Apple Uy,Twitter is my playground where I am a Themyscira warrior. 😬,Identified,08/09,20,35,No location,"Gusto ko how this will unfold. How Leni will reconcile her role as the new drug charr 😜and her relationship w/ the brother in law, Butch Robredo, known in hushed tones as the biggest protector of the drug trade in Naga.",,Reply (Comment),11/07/19 11:15,,Emotional,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Source: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/",Indicated location is not actual location,,,
14-65,17/04/23 23:10:03,https://twitter.com/taho_news/status/838297356927840256,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, butch robredo, brother-in-law, drug lord",@taho_news,Taho News,No bio,Anonymous,11/14,49,9,No location,"Butch Robredo, VP Leni Robredo's Brother In Law, Jesse Robredo's Brother, Biggest Drug Lord in Naga? #NagaLeaks http://bit.ly/2maaO0E",,"Text, Image",03/05/17 15:57,,Rational,2,2,3,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Source: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/",No bio and location,,,
14-66,17/04/23 23:14:18,https://twitter.com/taho_news/status/844429963981926401,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni robredo, jesse robredo, mistress",@taho_news,Taho News,No bio,Anonymous,11/14,49,9,No location,"Look: House of Jesse Robredo's Mistress Courtesy of P25 Million From Leni Robredo, WAC Says http://bit.ly/2o2XglR #Lenileaks",,"Text, Image",22/03/17 14:06,,Rational,6,0,3,,,,"Jesse Robredo has only 1 wife, Maria Leonor 'Leni' Gerona Robredo. Jesse Robredo has 3 daughters, all with Leni.

Source: https://www.philstar.com/headlines/2012/08/22/840746/who-jesse-manalastas-robredo",No bio and location,,,
14-67,17/04/23 23:16:31,https://twitter.com/taho_news/status/838744790598459393,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"jesse robredo, ibang babae, leni robredo",@taho_news,Taho News,No bio,Anonymous,11/14,49,9,No location,"We are Collective: Yumaong DILG Sec Jesse Robredo, may mga anak sa ibang babae, alam ni VP Leni Robredo http://bit.ly/2lw4L8i #NagaLeaks",,"Text, Image",06/03/17 21:35,,Rational,0,0,0,,,,"Jesse Robredo has only 1 wife, Maria Leonor 'Leni' Gerona Robredo. Jesse Robredo has 3 daughters, all with Leni.

Source: https://www.philstar.com/headlines/2012/08/22/840746/who-jesse-manalastas-robredo",No bio and location,,,
14-68,17/04/23 23:24:32,https://twitter.com/Jaybee_Elay/status/1033194911879712769,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni robredo, butch robredo, drug protector",@Jaybee_Elay,BBM-SaraDU30 Nation-Building 🇵🇭👊❤💚🇵🇭,"💚Build-Build-Build. ❤War on Drugs, Terrorism, CPP-NPA, Corruption. ❤Death Penalty. 💚Federalism, Parliamentary, Co-Re. I❤PRRD Legacy. I❤💚BBM-SARA2022✌👊🇵🇭.",Anonymous,06/18,2803,5532,Philippines,"WOW Naga: Hotbed of Shabu!
WOW Naga: Den of Smartmatic votes cheating for VP.
WOW Naga: Lair of Drug Lord Butch Robredo and Drug Protector FakeVP Leni Robredo.",,Reply (Comment),25/08/18 11:30,,Emotional,9,2,2,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Source: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/",,,,
14-69,17/04/23 23:30:19,https://twitter.com/SefinaQuimque/status/1521074438024085504,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, butch robredo",@SefinaQuimque,Sefina quimque,No bio,Identified,07/17,754,327,No location,"Up to now we haven't heard Leni's denial on Butch Robredo's involvement on drugs. Well anyway, its an open secret in Naga, who the druglords are.",,Reply (Comment),02/05/22 18:29,,Emotional,2,1,5,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Source: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/",No bio and location,,,
14-70,17/04/23 23:32:02,https://twitter.com/joaqui_107/status/1192274272376410112,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, butch robredo",@joaqui_107,A R A M I S 🇵🇭,BBM Loyalista of Montañosa ✌️🇵🇭,Anonymous,10/19,780,768,"Cordillera Admin Region, Republic of the Philippines","As a token of goodwill and proof of sincerity Leni,
Surrender your brother-in-law
Butch Robredo.",,"Text, Image",07/11/19 10:55,,Emotional,1,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Source: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/",,,,
14-71,17/04/23 23:32:22,https://twitter.com/p4ting/status/1035300831296475136,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, butch robredo",@p4ting,raul vallente,Life without You is nothing...,Anonymous,05/10,1593,231,Manila,"President Duterte reveals that the source of illegal drugs in Bicol is Butch Robredo, brother-in-law of Leni https://pinoytrend.net/2018/08/30/duterte-reveals-the-source-of-illegal-drugs-in-bicol-is-butch-robredo-brother-in-law-of-leni/",,Text,31/08/18 6:58,,Rational,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Source: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/",,,,
14-72,17/04/23 23:33:50,https://twitter.com/johnvicsee/status/857594851361042432,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, butch robredo",@johnvicsee,johnviccsee,No bio,Anonymous,07/14,735,714,No location,BREAKING NEWS! : Leni Wants to Decriminalize Drug use to Free Butch Robredo from any Cases...MUST WATCH THIS! http://fb.me/93AeWtpgi,,Text,27/04/17 21:58,,Rational,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Source: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/",No bio and location,,,
